Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
78.2,2024-04-25,Thursday,11:00:00,41.65,65,PE,22350.0,Sell,2024-04-25,Thursday,15:15:00,0.3,2687.75,99.27971188475391,2024-04-25,,,Exit Condition Met For Trade
79,2024-04-26,,11:00:00,22550.0,,,,,2024-04-26,,15:15:00,22408.25,1576.25,,,2099.5,-750.75,Exit Condition Met For Trade
79.1,2024-04-26,Friday,11:00:00,148.45,65,CE,22550.0,Sell,2024-04-26,Friday,15:15:00,99.55,3178.4999999999995,32.94038396766588,2024-05-02,,,Exit Condition Met For Trade
79.2,2024-04-26,Friday,11:00:00,123.15,65,PE,22550.0,Sell,2024-04-26,Friday,12:33:00,147.8,-1602.2500000000005,-20.016240357287863,2024-05-02,,,Stop Loss Hit
80,2024-04-29,,11:00:00,22528.5,,,,,2024-04-29,,15:15:00,22653.05,471.25,,,539.5,-591.5,Exit Condition Met For Trade
80.1,2024-04-29,Monday,11:00:00,129.4,65,CE,22550.0,Sell,2024-04-29,Monday,13:24:00,155.3,-1683.5000000000005,-20.01545595054096,2024-05-02,,,Stop Loss Hit
80.2,2024-04-29,Monday,11:00:00,87.35,65,PE,22550.0,Sell,2024-04-29,Monday,15:15:00,54.2,2154.7499999999995,37.950772753291346,2024-05-02,,,Exit Condition Met For Trade
81,2024-04-30,,11:00:00,22745.2,,,,,2024-04-30,,15:15:00,22603.55,2525.25,,,2541.5,-1579.5,Exit Condition Met For Trade
81.1,2024-04-30,Tuesday,11:00:00,90.55,65,CE,22750.0,Sell,2024-04-30,Tuesday,15:15:00,36.25,3529.5,59.96686913307565,2024-05-02,,,Exit Condition Met For Trade
81.2,2024-04-30,Tuesday,11:00:00,77.25,65,PE,22750.0,Sell,2024-04-30,Tuesday,11:07:00,92.7,-1004.2500000000002,-20.000000000000004,2024-05-02,,,Stop Loss Hit
82,2024-05-02,,11:00:00,22681.65,,,,,2024-05-02,,11:33:00,22701.25,-1131.0,,,910.0,-1131.0,
82.1,2024-05-02,Thursday,11:00:00,47.9,65,CE,22700.0,Sell,2024-05-02,Thursday,11:33:00,57.5,-624.0000000000001,-20.04175365344468,2024-05-02,,,Stop Loss Hit
82.2,2024-05-02,Thursday,11:00:00,39.0,65,PE,22700.0,Sell,2024-05-02,Thursday,11:07:00,46.8,-506.99999999999983,-19.999999999999993,2024-05-02,,,Stop Loss Hit
83,2024-05-03,,11:00:00,22605.7,,,,,2024-05-03,,15:15:00,22490.6,2934.75,,,4784.0,-286.0,Exit Condition Met For Trade
83.1,2024-05-03,Friday,11:00:00,179.0,65,CE,22600.0,Sell,2024-05-03,Friday,15:15:00,109.5,4517.5,38.8268156424581,2024-05-09,,,Exit Condition Met For Trade
83.2,2024-05-03,Friday,11:00:00,121.75,65,PE,22600.0,Sell,2024-05-03,Friday,11:22:00,146.1,-1582.7499999999995,-19.999999999999996,2024-05-09,,,Stop Loss Hit
84,2024-05-06,,11:00:00,22521.0,,,,,2024-05-06,,15:15:00,22441.0,1777.75,,,2541.5,-1469.0,Exit Condition Met For Trade
84.1,2024-05-06,Monday,11:00:00,158.25,65,CE,22500.0,Sell,2024-05-06,Monday,15:15:00,108.75,3217.5,31.27962085308057,2024-05-09,,,Exit Condition Met For Trade
84.2,2024-05-06,Monday,11:00:00,110.7,65,PE,22500.0,Sell,2024-05-06,Monday,11:24:00,132.85,-1439.7499999999995,-20.00903342366756,2024-05-09,,,Stop Loss Hit
85,2024-05-07,,11:00:00,22344.0,,,,,2024-05-07,,15:15:00,22308.7,487.5,,,1777.75,-500.5,Exit Condition Met For Trade
85.1,2024-05-07,Tuesday,11:00:00,120.35,65,CE,22350.0,Sell,2024-05-07,Tuesday,15:15:00,89.45,2008.4999999999995,25.675114250103857,2024-05-09,,,Exit Condition Met For Trade
85.2,2024-05-07,Tuesday,11:00:00,117.1,65,PE,22350.0,Sell,2024-05-07,Tuesday,11:16:00,140.5,-1521.0000000000005,-19.98292058070026,2024-05-09,,,Stop Loss Hit
86,2024-05-08,,11:00:00,22221.3,,,,,2024-05-08,,15:15:00,22301.95,1306.5,,,2148.25,-458.25,Exit Condition Met For Trade
86.1,2024-05-08,Wednesday,11:00:00,105.5,65,CE,22200.0,Sell,2024-05-08,Wednesday,11:19:00,126.6,-1371.4999999999995,-19.999999999999996,2024-05-09,,,Stop Loss Hit
86.2,2024-05-08,Wednesday,11:00:00,75.65,65,PE,22200.0,Sell,2024-05-08,Wednesday,15:15:00,34.45,2678.0,54.461335095836084,2024-05-09,,,Exit Condition Met For Trade
87,2024-05-09,,11:00:00,22156.05,,,,,2024-05-09,,12:19:00,22183.55,-1378.0,,,175.5,-1378.0,
87.1,2024-05-09,Thursday,11:00:00,46.5,65,CE,22150.0,Sell,2024-05-09,Thursday,12:19:00,55.8,-604.4999999999998,-19.999999999999996,2024-05-09,,,Stop Loss Hit
87.2,2024-05-09,Thursday,11:00:00,59.4,65,PE,22150.0,Sell,2024-05-09,Thursday,11:06:00,71.3,-773.4999999999999,-20.03367003367003,2024-05-09,,,Stop Loss Hit
88,2024-05-10,,11:00:00,22027.05,,,,,2024-05-10,,15:15:00,22054.6,2271.75,,,2362.75,-87.75,Exit Condition Met For Trade
88.1,2024-05-10,Friday,11:00:00,169.8,65,CE,22050.0,Sell,2024-05-10,Friday,15:15:00,150.55,1251.25,11.336866902237926,2024-05-16,,,Exit Condition Met For Trade
88.2,2024-05-10,Friday,11:00:00,157.2,65,PE,22050.0,Sell,2024-05-10,Friday,15:15:00,141.5,1020.4999999999993,9.98727735368956,2024-05-16,,,Exit Condition Met For Trade
89,2024-05-13,,11:00:00,21873.25,,,,,2024-05-13,,15:15:00,22098.45,3662.75,,,3958.5,-981.5,Exit Condition Met For Trade
89.1,2024-05-13,Monday,11:00:00,156.85,65,CE,21850.0,Sell,2024-05-13,Monday,11:10:00,188.2,-2037.7499999999995,-19.98724896397832,2024-05-16,,,Stop Loss Hit
89.2,2024-05-13,Monday,11:00:00,125.5,65,PE,21850.0,Sell,2024-05-13,Monday,15:15:00,37.8,5700.5,69.88047808764941,2024-05-16,,,Exit Condition Met For Trade
90,2024-05-14,,11:00:00,22143.5,,,,,2024-05-14,,15:15:00,22222.05,2050.75,,,2710.5,-663.0,Exit Condition Met For Trade
90.1,2024-05-14,Tuesday,11:00:00,107.6,65,CE,22150.0,Sell,2024-05-14,Tuesday,11:16:00,129.1,-1397.5,-19.981412639405207,2024-05-16,,,Stop Loss Hit
90.2,2024-05-14,Tuesday,11:00:00,115.9,65,PE,22150.0,Sell,2024-05-14,Tuesday,15:15:00,62.85,3448.2500000000005,45.772217428817946,2024-05-16,,,Exit Condition Met For Trade
91,2024-05-15,,11:00:00,22193.3,,,,,2024-05-15,,11:31:00,22170.55,-2275.0,,,1069.25,-2275.0,
91.1,2024-05-15,Wednesday,11:00:00,79.0,65,CE,22200.0,Sell,2024-05-15,Wednesday,11:02:00,94.8,-1026.9999999999998,-19.999999999999996,2024-05-16,,,Stop Loss Hit
91.2,2024-05-15,Wednesday,11:00:00,96.0,65,PE,22200.0,Sell,2024-05-15,Wednesday,11:31:00,115.2,-1248.0000000000002,-20.000000000000004,2024-05-16,,,Stop Loss Hit
92,2024-05-16,,11:00:00,22163.15,,,,,2024-05-16,,11:10:00,22140.75,-1589.25,,,32.5,-1589.25,
92.1,2024-05-16,Thursday,11:00:00,55.25,65,CE,22150.0,Sell,2024-05-16,Thursday,11:05:00,66.3,-718.2499999999998,-19.999999999999996,2024-05-16,,,Stop Loss Hit
92.2,2024-05-16,Thursday,11:00:00,67.0,65,PE,22150.0,Sell,2024-05-16,Thursday,11:10:00,80.4,-871.0000000000003,-20.000000000000007,2024-05-16,,,Stop Loss Hit
93,2024-05-17,,11:00:00,22458.75,,,,,2024-05-17,,15:15:00,22474.4,1953.25,,,1992.25,-3.25,Exit Condition Met For Trade
93.1,2024-05-17,Friday,11:00:00,147.0,65,CE,22450.0,Sell,2024-05-17,Friday,15:15:00,145.55,94.24999999999926,0.9863945578231215,2024-05-23,,,Exit Condition Met For Trade
93.2,2024-05-17,Friday,11:00:00,147.45,65,PE,22450.0,Sell,2024-05-17,Friday,15:15:00,118.85,1858.9999999999995,19.39640556120719,2024-05-23,,,Exit Condition Met For Trade
94,2024-05-21,,11:00:00,22477.95,,,,,2024-05-21,,15:15:00,22525.35,643.5,,,2141.75,-581.75,Exit Condition Met For Trade
94.1,2024-05-21,Tuesday,11:00:00,102.75,65,CE,22500.0,Sell,2024-05-21,Tuesday,11:17:00,123.3,-1335.7499999999998,-19.999999999999996,2024-05-23,,,Stop Loss Hit
94.2,2024-05-21,Tuesday,11:00:00,117.05,65,PE,22500.0,Sell,2024-05-21,Tuesday,15:15:00,86.6,1979.2500000000002,26.014523707817176,2024-05-23,,,Exit Condition Met For Trade
95,2024-05-22,,11:00:00,22555.75,,,,,2024-05-22,,14:02:00,22603.45,-2268.5,,,110.5,-2268.5,
95.1,2024-05-22,Wednesday,11:00:00,94.45,65,CE,22550.0,Sell,2024-05-22,Wednesday,14:02:00,113.35,-1228.4999999999995,-20.01058761249337,2024-05-23,,,Stop Loss Hit
95.2,2024-05-22,Wednesday,11:00:00,80.0,65,PE,22550.0,Sell,2024-05-22,Wednesday,11:04:00,96.0,-1040.0,-20.0,2024-05-23,,,Stop Loss Hit
96,2024-05-23,,11:00:00,22694.75,,,,,2024-05-23,,15:15:00,22978.65,2772.25,,,2772.25,-955.5,Exit Condition Met For Trade
96.1,2024-05-23,Thursday,11:00:00,70.95,65,CE,22700.0,Sell,2024-05-23,Thursday,11:05:00,85.15,-923.0000000000002,-20.014094432699086,2024-05-23,,,Stop Loss Hit
96.2,2024-05-23,Thursday,11:00:00,57.05,65,PE,22700.0,Sell,2024-05-23,Thursday,15:15:00,0.2,3695.2499999999995,99.64943032427693,2024-05-23,,,Exit Condition Met For Trade
97,2024-05-24,,11:00:00,22977.3,,,,,2024-05-24,,15:15:00,22958.35,1498.25,,,1498.25,-9.75,Exit Condition Met For Trade
97.1,2024-05-24,Friday,11:00:00,176.45,65,CE,23000.0,Sell,2024-05-24,Friday,15:15:00,166.1,672.7499999999997,5.865684329838479,2024-05-30,,,Exit Condition Met For Trade
97.2,2024-05-24,Friday,11:00:00,153.45,65,PE,23000.0,Sell,2024-05-24,Friday,15:15:00,140.75,825.4999999999993,8.276311502117947,2024-05-30,,,Exit Condition Met For Trade
98,2024-05-27,,11:00:00,23003.0,,,,,2024-05-27,,14:55:00,22950.15,-3620.5,,,487.5,-3620.5,
98.1,2024-05-27,Monday,11:00:00,168.35,65,CE,23000.0,Sell,2024-05-27,Monday,11:55:00,202.0,-2187.2500000000005,-19.98811998811999,2024-05-30,,,Stop Loss Hit
98.2,2024-05-27,Monday,11:00:00,110.2,65,PE,23000.0,Sell,2024-05-27,Monday,14:55:00,132.25,-1433.2499999999998,-20.009074410163336,2024-05-30,,,Stop Loss Hit
99,2024-05-28,,11:00:00,22980.7,,,,,2024-05-28,,15:15:00,22893.0,1615.25,,,1768.0,-646.75,Exit Condition Met For Trade
99.1,2024-05-28,Tuesday,11:00:00,130.1,65,CE,23000.0,Sell,2024-05-28,Tuesday,15:15:00,82.6,3087.5,36.51037663335896,2024-05-30,,,Exit Condition Met For Trade
99.2,2024-05-28,Tuesday,11:00:00,113.15,65,PE,23000.0,Sell,2024-05-28,Tuesday,11:32:00,135.8,-1472.2500000000005,-20.017675651789663,2024-05-30,,,Stop Loss Hit
100,2024-05-29,,11:00:00,22742.7,,,,,2024-05-29,,12:48:00,22780.0,-2642.25,,,146.25,-2642.25,
100.1,2024-05-29,Wednesday,11:00:00,107.55,65,CE,22750.0,Sell,2024-05-29,Wednesday,12:48:00,129.05,-1397.500000000001,-19.990701999070215,2024-05-30,,,Stop Loss Hit
100.2,2024-05-29,Wednesday,11:00:00,95.75,65,PE,22750.0,Sell,2024-05-29,Wednesday,11:18:00,114.9,-1244.7500000000005,-20.000000000000004,2024-05-30,,,Stop Loss Hit
101,2024-05-30,,11:00:00,22580.6,,,,,2024-05-30,,15:15:00,22478.05,1820.0,,,1820.0,-815.75,Exit Condition Met For Trade
101.1,2024-05-30,Thursday,11:00:00,43.7,65,CE,22600.0,Sell,2024-05-30,Thursday,15:15:00,0.25,2824.25,99.4279176201373,2024-05-30,,,Exit Condition Met For Trade
101.2,2024-05-30,Thursday,11:00:00,77.35,65,PE,22600.0,Sell,2024-05-30,Thursday,11:23:00,92.8,-1004.2500000000002,-19.974143503555272,2024-05-30,,,Stop Loss Hit
102,2024-05-31,,11:00:00,22507.6,,,,,2024-05-31,,15:15:00,22523.55,-6932.25,,,1218.75,-8203.0,Exit Condition Met For Trade
102.1,2024-05-31,Friday,11:00:00,425.8,65,CE,22500.0,Sell,2024-05-31,Friday,14:04:00,510.95,-5534.749999999998,-19.997651479567867,2024-06-06,,,Stop Loss Hit
102.2,2024-05-31,Friday,11:00:00,368.5,65,PE,22500.0,Sell,2024-05-31,Friday,15:15:00,390.0,-1397.5,-5.834464043419267,2024-06-06,,,Exit Condition Met For Trade
103,2024-06-03,,11:00:00,23144.4,,,,,2024-06-03,,15:15:00,23264.7,-1222.0,,,468.0,-2132.0,Exit Condition Met For Trade
103.1,2024-06-03,Monday,11:00:00,287.6,65,CE,23150.0,Sell,2024-06-03,Monday,12:11:00,345.1,-3737.5,-19.993045897079273,2024-06-06,,,Stop Loss Hit
103.2,2024-06-03,Monday,11:00:00,307.15,65,PE,23150.0,Sell,2024-06-03,Monday,15:15:00,268.45,2515.499999999999,12.59970698355852,2024-06-06,,,Exit Condition Met For Trade
104,2024-06-04,,11:00:00,22335.7,,,,,2024-06-04,,15:15:00,21949.7,13071.5,,,15057.25,-4992.0,Exit Condition Met For Trade
104.1,2024-06-04,Tuesday,11:00:00,433.65,65,CE,22350.0,Sell,2024-06-04,Tuesday,15:15:00,136.2,19334.25,68.59218263576618,2024-06-06,,,Exit Condition Met For Trade
104.2,2024-06-04,Tuesday,11:00:00,481.85,65,PE,22350.0,Sell,2024-06-04,Tuesday,11:07:00,578.2,-6262.750000000002,-19.99584933070458,2024-06-06,,,Stop Loss Hit
105,2024-06-05,,11:00:00,22217.5,,,,,2024-06-05,,15:15:00,22635.85,8329.75,,,8778.25,-2866.5,Exit Condition Met For Trade
105.1,2024-06-05,Wednesday,11:00:00,160.65,65,CE,22200.0,Sell,2024-06-05,Wednesday,11:09:00,192.8,-2089.7500000000005,-20.012449424214132,2024-06-06,,,Stop Loss Hit
105.2,2024-06-05,Wednesday,11:00:00,201.4,65,PE,22200.0,Sell,2024-06-05,Wednesday,15:15:00,41.1,10419.5,79.59285004965244,2024-06-06,,,Exit Condition Met For Trade
106,2024-06-06,,11:00:00,22883.95,,,,,2024-06-06,,15:15:00,22825.15,3055.0,,,3058.25,-815.75,Exit Condition Met For Trade
106.1,2024-06-06,Thursday,11:00:00,66.7,65,CE,22900.0,Sell,2024-06-06,Thursday,15:15:00,0.2,4322.5,99.70014992503748,2024-06-06,,,Exit Condition Met For Trade
106.2,2024-06-06,Thursday,11:00:00,97.55,65,PE,22900.0,Sell,2024-06-06,Thursday,11:31:00,117.05,-1267.5,-19.98974884674526,2024-06-06,,,Stop Loss Hit
107,2024-06-07,,11:00:00,23050.95,,,,,2024-06-07,,15:15:00,23287.75,3370.25,,,3477.5,-1105.0,Exit Condition Met For Trade
107.1,2024-06-07,Friday,11:00:00,217.65,65,CE,23050.0,Sell,2024-06-07,Friday,11:37:00,261.2,-2830.749999999999,-20.009189065012627,2024-06-13,,,Stop Loss Hit
107.2,2024-06-07,Friday,11:00:00,212.75,65,PE,23050.0,Sell,2024-06-07,Friday,15:15:00,117.35,6201.0,44.84136310223267,2024-06-13,,,Exit Condition Met For Trade
108,2024-06-10,,11:00:00,23349.95,,,,,2024-06-10,,15:15:00,23262.15,1677.0,,,2447.25,-185.25,Exit Condition Met For Trade
108.1,2024-06-10,Monday,11:00:00,179.3,65,CE,23350.0,Sell,2024-06-10,Monday,15:15:00,113.85,4254.250000000001,36.50306748466259,2024-06-13,,,Exit Condition Met For Trade
108.2,2024-06-10,Monday,11:00:00,198.3,65,PE,23350.0,Sell,2024-06-10,Monday,14:30:00,237.95,-2577.2499999999986,-19.99495713565304,2024-06-13,,,Stop Loss Hit
109,2024-06-11,,11:00:00,23318.6,,,,,2024-06-11,,15:15:00,23264.15,-2778.75,,,1170.0,-2798.25,Exit Condition Met For Trade
109.1,2024-06-11,Tuesday,11:00:00,149.45,65,CE,23300.0,Sell,2024-06-11,Tuesday,13:35:00,179.35,-1943.5000000000005,-20.0066912010706,2024-06-13,,,Stop Loss Hit
109.2,2024-06-11,Tuesday,11:00:00,121.55,65,PE,23300.0,Sell,2024-06-11,Tuesday,15:15:00,134.4,-835.2500000000006,-10.571781160016462,2024-06-13,,,Exit Condition Met For Trade
110,2024-06-12,,11:00:00,23424.85,,,,,2024-06-12,,15:15:00,23325.25,3480.75,,,3724.5,-403.0,Exit Condition Met For Trade
110.1,2024-06-12,Wednesday,11:00:00,118.4,65,CE,23400.0,Sell,2024-06-12,Wednesday,15:15:00,50.1,4439.500000000001,57.685810810810814,2024-06-13,,,Exit Condition Met For Trade
110.2,2024-06-12,Wednesday,11:00:00,73.65,65,PE,23400.0,Sell,2024-06-12,Wednesday,11:21:00,88.4,-958.75,-20.02715546503734,2024-06-13,,,Stop Loss Hit
111,2024-06-13,,11:00:00,23376.85,,,,,2024-06-13,,15:15:00,23399.0,3152.5,,,3207.75,-451.75,Exit Condition Met For Trade
111.1,2024-06-13,Thursday,11:00:00,20.95,65,CE,23400.0,Sell,2024-06-13,Thursday,11:07:00,25.15,-272.99999999999994,-20.047732696897373,2024-06-13,,,Stop Loss Hit
111.2,2024-06-13,Thursday,11:00:00,56.75,65,PE,23400.0,Sell,2024-06-13,Thursday,15:15:00,4.05,3425.5,92.86343612334802,2024-06-13,,,Exit Condition Met For Trade
112,2024-06-14,,11:00:00,23439.25,,,,,2024-06-14,,15:15:00,23471.9,-117.0,,,1082.25,-325.0,Exit Condition Met For Trade
112.1,2024-06-14,Friday,11:00:00,117.85,65,CE,23450.0,Sell,2024-06-14,Friday,15:03:00,141.4,-1530.7500000000007,-19.983029274501494,2024-06-20,,,Stop Loss Hit
112.2,2024-06-14,Friday,11:00:00,126.75,65,PE,23450.0,Sell,2024-06-14,Friday,15:15:00,105.0,1413.75,17.159763313609467,2024-06-20,,,Exit Condition Met For Trade
113,2024-06-18,,11:00:00,23538.2,,,,,2024-06-18,,15:15:00,23555.75,299.0,,,721.5,-113.75,Exit Condition Met For Trade
113.1,2024-06-18,Tuesday,11:00:00,90.8,65,CE,23550.0,Sell,2024-06-18,Tuesday,15:15:00,85.9,318.49999999999943,5.396475770925101,2024-06-20,,,Exit Condition Met For Trade
113.2,2024-06-18,Tuesday,11:00:00,82.3,65,PE,23550.0,Sell,2024-06-18,Tuesday,15:15:00,82.6,-19.499999999999815,-0.36452004860266973,2024-06-20,,,Exit Condition Met For Trade
114,2024-06-19,,11:00:00,23507.2,,,,,2024-06-19,,11:43:00,23539.65,-2164.5,,,175.5,-2164.5,
114.1,2024-06-19,Wednesday,11:00:00,81.25,65,CE,23500.0,Sell,2024-06-19,Wednesday,11:43:00,97.5,-1056.25,-20.0,2024-06-20,,,Stop Loss Hit
114.2,2024-06-19,Wednesday,11:00:00,85.35,65,PE,23500.0,Sell,2024-06-19,Wednesday,11:11:00,102.4,-1108.2500000000007,-19.97656707674284,2024-06-20,,,Stop Loss Hit
115,2024-06-20,,11:00:00,23536.8,,,,,2024-06-20,,15:15:00,23566.85,3510.0,,,3510.0,-604.5,Exit Condition Met For Trade
115.1,2024-06-20,Thursday,11:00:00,31.85,65,CE,23550.0,Sell,2024-06-20,Thursday,11:01:00,38.2,-412.7500000000001,-19.937205651491368,2024-06-20,,,Stop Loss Hit
115.2,2024-06-20,Thursday,11:00:00,60.65,65,PE,23550.0,Sell,2024-06-20,Thursday,15:15:00,0.3,3922.75,99.50535861500413,2024-06-20,,,Exit Condition Met For Trade
116,2024-06-21,,11:00:00,23533.95,,,,,2024-06-21,,15:15:00,23476.2,867.75,,,1430.0,-3152.5,Exit Condition Met For Trade
116.1,2024-06-21,Friday,11:00:00,133.15,65,CE,23550.0,Sell,2024-06-21,Friday,15:15:00,93.3,2590.2500000000005,29.928651896357497,2024-06-27,,,Exit Condition Met For Trade
116.2,2024-06-21,Friday,11:00:00,132.6,65,PE,23550.0,Sell,2024-06-21,Friday,12:39:00,159.1,-1722.5,-19.984917043740573,2024-06-27,,,Stop Loss Hit
117,2024-06-24,,11:00:00,23469.75,,,,,2024-06-24,,15:15:00,23545.95,-13.0,,,156.0,-1573.0,Exit Condition Met For Trade
117.1,2024-06-24,Monday,11:00:00,140.05,65,CE,23450.0,Sell,2024-06-24,Monday,11:05:00,170.0,-1946.7499999999993,-21.38521956444126,2024-06-27,,,Stop Loss Hit
117.2,2024-06-24,Monday,11:00:00,108.55,65,PE,23450.0,Sell,2024-06-24,Monday,15:15:00,78.8,1933.75,27.40672501151543,2024-06-27,,,Exit Condition Met For Trade
118,2024-06-25,,11:00:00,23603.8,,,,,2024-06-25,,12:33:00,23646.3,-2596.75,,,74.75,-2596.75,
118.1,2024-06-25,Tuesday,11:00:00,110.25,65,CE,23600.0,Sell,2024-06-25,Tuesday,12:33:00,132.3,-1433.2500000000007,-20.000000000000007,2024-06-27,,,Stop Loss Hit
118.2,2024-06-25,Tuesday,11:00:00,89.5,65,PE,23600.0,Sell,2024-06-25,Tuesday,11:16:00,107.4,-1163.5000000000005,-20.000000000000004,2024-06-27,,,Stop Loss Hit
119,2024-06-26,,11:00:00,23764.3,,,,,2024-06-26,,15:15:00,23875.2,1670.5,,,1758.25,-289.25,Exit Condition Met For Trade
119.1,2024-06-26,Wednesday,11:00:00,106.15,65,CE,23750.0,Sell,2024-06-26,Wednesday,11:30:00,127.4,-1381.25,-20.018841262364578,2024-06-27,,,Stop Loss Hit
119.2,2024-06-26,Wednesday,11:00:00,77.25,65,PE,23750.0,Sell,2024-06-26,Wednesday,15:15:00,30.3,3051.75,60.77669902912621,2024-06-27,,,Exit Condition Met For Trade
120,2024-06-27,,11:00:00,23889.3,,,,,2024-06-27,,15:15:00,24045.6,3006.25,,,3006.25,-191.75,Exit Condition Met For Trade
120.1,2024-06-27,Thursday,11:00:00,63.45,65,CE,23900.0,Sell,2024-06-27,Thursday,11:14:00,76.15,-825.5000000000002,-20.015760441292358,2024-06-27,,,Stop Loss Hit
120.2,2024-06-27,Thursday,11:00:00,59.15,65,PE,23900.0,Sell,2024-06-27,Thursday,15:15:00,0.2,3831.7499999999995,99.6618765849535,2024-06-27,,,Exit Condition Met For Trade
121,2024-06-28,,11:00:00,24134.6,,,,,2024-06-28,,15:15:00,23989.2,2726.75,,,2726.75,-1413.75,Exit Condition Met For Trade
121.1,2024-06-28,Friday,11:00:00,168.8,65,CE,24150.0,Sell,2024-06-28,Friday,15:15:00,97.0,4667.000000000001,42.535545023696685,2024-07-04,,,Exit Condition Met For Trade
121.2,2024-06-28,Friday,11:00:00,149.2,65,PE,24150.0,Sell,2024-06-28,Friday,12:18:00,179.05,-1940.2500000000014,-20.00670241286865,2024-07-04,,,Stop Loss Hit
122,2024-07-01,,11:00:00,24080.8,,,,,2024-07-01,,15:15:00,24147.4,178.75,,,1033.5,-780.0,Exit Condition Met For Trade
122.1,2024-07-01,Monday,11:00:00,126.2,65,CE,24100.0,Sell,2024-07-01,Monday,11:30:00,151.45,-1641.249999999999,-20.007923930269403,2024-07-04,,,Stop Loss Hit
122.2,2024-07-01,Monday,11:00:00,133.75,65,PE,24100.0,Sell,2024-07-01,Monday,15:15:00,105.75,1820.0,20.934579439252335,2024-07-04,,,Exit Condition Met For Trade
123,2024-07-02,,11:00:00,24162.4,,,,,2024-07-02,,15:15:00,24125.05,676.0,,,2236.0,-286.0,Exit Condition Met For Trade
123.1,2024-07-02,Tuesday,11:00:00,129.8,65,CE,24150.0,Sell,2024-07-02,Tuesday,15:15:00,100.55,1901.250000000001,22.53466872110941,2024-07-04,,,Exit Condition Met For Trade
123.2,2024-07-02,Tuesday,11:00:00,94.3,65,PE,24150.0,Sell,2024-07-02,Tuesday,12:40:00,113.15,-1225.2500000000005,-19.989395546129384,2024-07-04,,,Stop Loss Hit
124,2024-07-03,,11:00:00,24277.1,,,,,2024-07-03,,15:15:00,24296.1,-354.25,,,793.0,-926.25,Exit Condition Met For Trade
124.1,2024-07-03,Wednesday,11:00:00,84.15,65,CE,24300.0,Sell,2024-07-03,Wednesday,15:15:00,72.5,757.2500000000003,13.844325609031495,2024-07-04,,,Exit Condition Met For Trade
124.2,2024-07-03,Wednesday,11:00:00,85.5,65,PE,24300.0,Sell,2024-07-03,Wednesday,11:24:00,102.6,-1111.4999999999995,-19.999999999999996,2024-07-04,,,Stop Loss Hit
125,2024-07-04,,11:00:00,24325.4,,,,,2024-07-04,,15:15:00,24302.65,-16.25,,,1761.5,-481.0,Exit Condition Met For Trade
125.1,2024-07-04,Thursday,11:00:00,22.0,65,CE,24350.0,Sell,2024-07-04,Thursday,11:10:00,26.4,-285.9999999999999,-19.999999999999996,2024-07-04,,,Stop Loss Hit
125.2,2024-07-04,Thursday,11:00:00,53.75,65,PE,24350.0,Sell,2024-07-04,Thursday,15:15:00,49.6,269.7499999999999,7.720930232558137,2024-07-04,,,Exit Condition Met For Trade
126,2024-07-05,,11:00:00,24250.2,,,,,2024-07-05,,15:15:00,24342.05,767.0,,,971.75,-3120.0,Exit Condition Met For Trade
126.1,2024-07-05,Friday,11:00:00,141.95,65,CE,24250.0,Sell,2024-07-05,Friday,11:41:00,170.35,-1846.0000000000005,-20.007044734061292,2024-07-11,,,Stop Loss Hit
126.2,2024-07-05,Friday,11:00:00,111.05,65,PE,24250.0,Sell,2024-07-05,Friday,15:15:00,70.85,2613.0,36.199909950472765,2024-07-11,,,Exit Condition Met For Trade
127,2024-07-08,,11:00:00,24295.2,,,,,2024-07-08,,15:01:00,24325.8,-2723.5,,,0,-2723.5,
127.1,2024-07-08,Monday,11:00:00,106.75,65,CE,24300.0,Sell,2024-07-08,Monday,15:01:00,128.1,-1387.7499999999995,-19.999999999999996,2024-07-11,,,Stop Loss Hit
127.2,2024-07-08,Monday,11:00:00,102.7,65,PE,24300.0,Sell,2024-07-08,Monday,11:12:00,123.25,-1335.7499999999998,-20.00973709834469,2024-07-11,,,Stop Loss Hit
128,2024-07-09,,11:00:00,24375.7,,,,,2024-07-09,,15:15:00,24434.05,403.0,,,871.0,-347.75,Exit Condition Met For Trade
128.1,2024-07-09,Tuesday,11:00:00,88.25,65,CE,24400.0,Sell,2024-07-09,Tuesday,13:04:00,105.9,-1147.2500000000005,-20.000000000000004,2024-07-11,,,Stop Loss Hit
128.2,2024-07-09,Tuesday,11:00:00,86.85,65,PE,24400.0,Sell,2024-07-09,Tuesday,15:15:00,63.0,1550.2499999999995,27.461139896373055,2024-07-11,,,Exit Condition Met For Trade
129,2024-07-10,,11:00:00,24212.7,,,,,2024-07-10,,15:15:00,24330.85,2535.0,,,2665.0,-864.5,Exit Condition Met For Trade
129.1,2024-07-10,Wednesday,11:00:00,94.2,65,CE,24200.0,Sell,2024-07-10,Wednesday,11:54:00,113.05,-1225.2499999999995,-20.010615711252647,2024-07-11,,,Stop Loss Hit
