Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
181.1,2024-09-24,Tuesday,11:00:00,117.9,65,CE,25950.0,Sell,2024-09-24,Tuesday,15:15:00,91.7,1703.0000000000002,22.222222222222225,2024-09-26,,,Exit Condition Met For Trade
181.2,2024-09-24,Tuesday,11:00:00,103.5,65,PE,25950.0,Sell,2024-09-24,Tuesday,15:15:00,100.8,175.50000000000017,2.6086956521739157,2024-09-26,,,Exit Condition Met For Trade
182,2024-09-25,,11:00:00,25914.7,,,,,2024-09-25,,15:02:00,25974.8,-2154.75,,,607.75,-2154.75,
182.1,2024-09-25,Wednesday,11:00:00,96.65,65,CE,25900.0,Sell,2024-09-25,Wednesday,15:02:00,116.0,-1257.7499999999995,-20.02069322296947,2024-09-26,,,Stop Loss Hit
182.2,2024-09-25,Wednesday,11:00:00,69.05,65,PE,25900.0,Sell,2024-09-25,Wednesday,11:47:00,82.85,-896.9999999999998,-19.985517740767555,2024-09-26,,,Stop Loss Hit
183,2024-09-26,,11:00:00,26064.4,,,,,2024-09-26,,13:11:00,26083.0,-1641.25,,,1046.5,-1641.25,
183.1,2024-09-26,Thursday,11:00:00,78.55,65,CE,26050.0,Sell,2024-09-26,Thursday,12:02:00,94.25,-1020.5000000000002,-19.987269255251437,2024-09-26,,,Stop Loss Hit
183.2,2024-09-26,Thursday,11:00:00,47.75,65,PE,26050.0,Sell,2024-09-26,Thursday,13:11:00,57.3,-620.7499999999998,-19.999999999999996,2024-09-26,,,Stop Loss Hit
184,2024-09-27,,11:00:00,26257.45,,,,,2024-09-27,,15:15:00,26195.15,572.0,,,1098.5,-1417.0,Exit Condition Met For Trade
184.1,2024-09-27,Friday,11:00:00,158.75,65,CE,26250.0,Sell,2024-09-27,Friday,15:15:00,125.6,2154.7500000000005,20.88188976377953,2024-10-03,,,Exit Condition Met For Trade
184.2,2024-09-27,Friday,11:00:00,121.8,65,PE,26250.0,Sell,2024-09-27,Friday,11:21:00,146.15,-1582.7500000000005,-19.991789819376034,2024-10-03,,,Stop Loss Hit
185,2024-09-30,,11:00:00,25939.85,,,,,2024-09-30,,15:15:00,25812.25,2392.0,,,2925.0,-646.75,Exit Condition Met For Trade
185.1,2024-09-30,Monday,11:00:00,133.8,65,CE,25950.0,Sell,2024-09-30,Monday,15:15:00,75.2,3809.0000000000005,43.796711509716,2024-10-03,,,Exit Condition Met For Trade
185.2,2024-09-30,Monday,11:00:00,108.9,65,PE,25950.0,Sell,2024-09-30,Monday,11:28:00,130.7,-1416.9999999999989,-20.018365472910908,2024-10-03,,,Stop Loss Hit
186,2024-10-01,,11:00:00,25786.9,,,,,2024-10-01,,11:46:00,25810.9,-2405.0,,,227.5,-2405.0,
186.1,2024-10-01,Tuesday,11:00:00,94.35,65,CE,25800.0,Sell,2024-10-01,Tuesday,11:46:00,113.2,-1225.2500000000005,-19.97880233174352,2024-10-03,,,Stop Loss Hit
186.2,2024-10-01,Tuesday,11:00:00,90.7,65,PE,25800.0,Sell,2024-10-01,Tuesday,11:11:00,108.85,-1179.7499999999995,-20.011025358324137,2024-10-03,,,Stop Loss Hit
187,2024-10-03,,11:00:00,25505.15,,,,,2024-10-03,,15:15:00,25258.45,3006.25,,,3006.25,-195.0,Exit Condition Met For Trade
187.1,2024-10-03,Thursday,11:00:00,58.45,65,CE,25500.0,Sell,2024-10-03,Thursday,15:15:00,0.2,3786.25,99.65782720273738,2024-10-03,,,Exit Condition Met For Trade
187.2,2024-10-03,Thursday,11:00:00,60.1,65,PE,25500.0,Sell,2024-10-03,Thursday,11:16:00,72.1,-779.9999999999995,-19.966722129783683,2024-10-03,,,Stop Loss Hit
188,2024-10-04,,11:00:00,25339.45,,,,,2024-10-04,,12:40:00,25291.45,-4842.5,,,344.5,-4842.5,
188.1,2024-10-04,Friday,11:00:00,205.15,65,CE,25350.0,Sell,2024-10-04,Friday,12:00:00,246.2,-2668.249999999999,-20.009748964172548,2024-10-10,,,Stop Loss Hit
188.2,2024-10-04,Friday,11:00:00,167.35,65,PE,25350.0,Sell,2024-10-04,Friday,12:40:00,200.8,-2174.250000000001,-19.988048999103686,2024-10-10,,,Stop Loss Hit
189,2024-10-07,,11:00:00,24896.9,,,,,2024-10-07,,11:27:00,24984.15,-5008.25,,,490.75,-5008.25,
189.1,2024-10-07,Monday,11:00:00,207.9,65,CE,24900.0,Sell,2024-10-07,Monday,11:27:00,249.5,-2703.9999999999995,-20.009620009620004,2024-10-10,,,Stop Loss Hit
189.2,2024-10-07,Monday,11:00:00,177.15,65,PE,24900.0,Sell,2024-10-07,Monday,11:06:00,212.6,-2304.249999999999,-20.011289867344054,2024-10-10,,,Stop Loss Hit
190,2024-10-08,,11:00:00,24894.65,,,,,2024-10-08,,15:15:00,25010.95,2164.5,,,3503.5,-1868.75,Exit Condition Met For Trade
190.1,2024-10-08,Tuesday,11:00:00,160.0,65,CE,24900.0,Sell,2024-10-08,Tuesday,11:08:00,192.0,-2080.0,-20.0,2024-10-10,,,Stop Loss Hit
190.2,2024-10-08,Tuesday,11:00:00,165.3,65,PE,24900.0,Sell,2024-10-08,Tuesday,15:15:00,100.0,4244.500000000001,39.50393224440412,2024-10-10,,,Exit Condition Met For Trade
191,2024-10-09,,11:00:00,25200.5,,,,,2024-10-09,,15:15:00,24971.15,4147.0,,,4166.5,-266.5,Exit Condition Met For Trade
191.1,2024-10-09,Wednesday,11:00:00,101.55,65,CE,25200.0,Sell,2024-10-09,Wednesday,15:15:00,16.15,5551.0,84.09650418513048,2024-10-10,,,Exit Condition Met For Trade
191.2,2024-10-09,Wednesday,11:00:00,108.1,65,PE,25200.0,Sell,2024-10-09,Wednesday,11:46:00,129.7,-1403.9999999999995,-19.981498612395928,2024-10-10,,,Stop Loss Hit
192,2024-10-10,,11:00:00,25072.0,,,,,2024-10-10,,15:15:00,24998.55,2336.75,,,2340.0,-19.5,Exit Condition Met For Trade
192.1,2024-10-10,Thursday,11:00:00,43.6,65,CE,25050.0,Sell,2024-10-10,Thursday,15:15:00,0.2,2821.0,99.54128440366972,2024-10-10,,,Exit Condition Met For Trade
192.2,2024-10-10,Thursday,11:00:00,37.2,65,PE,25050.0,Sell,2024-10-10,Thursday,11:03:00,44.65,-484.2499999999997,-20.026881720430094,2024-10-10,,,Stop Loss Hit
193,2024-10-11,,11:00:00,24951.45,,,,,2024-10-11,,15:15:00,24962.75,-949.0,,,107.25,-2502.5,Exit Condition Met For Trade
193.1,2024-10-11,Friday,11:00:00,161.0,65,CE,24950.0,Sell,2024-10-11,Friday,15:15:00,146.0,975.0,9.316770186335404,2024-10-17,,,Exit Condition Met For Trade
193.2,2024-10-11,Friday,11:00:00,147.95,65,PE,24950.0,Sell,2024-10-11,Friday,11:27:00,177.55,-1924.0000000000014,-20.006759040216306,2024-10-17,,,Stop Loss Hit
194,2024-10-14,,11:00:00,25089.65,,,,,2024-10-14,,15:15:00,25123.2,-689.0,,,286.0,-1293.5,Exit Condition Met For Trade
194.1,2024-10-14,Monday,11:00:00,125.8,65,CE,25100.0,Sell,2024-10-14,Monday,11:48:00,150.95,-1634.7499999999995,-19.99205087440381,2024-10-17,,,Stop Loss Hit
194.2,2024-10-14,Monday,11:00:00,114.85,65,PE,25100.0,Sell,2024-10-14,Monday,15:15:00,100.3,945.7499999999998,12.668698302133215,2024-10-17,,,Exit Condition Met For Trade
195,2024-10-15,,11:00:00,25078.25,,,,,2024-10-15,,15:15:00,25052.65,380.25,,,734.5,-1433.25,Exit Condition Met For Trade
195.1,2024-10-15,Tuesday,11:00:00,93.15,65,CE,25100.0,Sell,2024-10-15,Tuesday,15:15:00,63.5,1927.2500000000005,31.830381105743427,2024-10-17,,,Exit Condition Met For Trade
195.2,2024-10-15,Tuesday,11:00:00,119.05,65,PE,25100.0,Sell,2024-10-15,Tuesday,11:26:00,142.85,-1546.9999999999998,-19.991600167996637,2024-10-17,,,Stop Loss Hit
196,2024-10-16,,11:00:00,25031.75,,,,,2024-10-16,,14:28:00,25054.2,-2041.0,,,1332.5,-2041.0,
196.1,2024-10-16,Wednesday,11:00:00,72.55,65,CE,25050.0,Sell,2024-10-16,Wednesday,14:28:00,87.05,-942.5,-19.98621640248105,2024-10-17,,,Stop Loss Hit
196.2,2024-10-16,Wednesday,11:00:00,84.6,65,PE,25050.0,Sell,2024-10-16,Wednesday,11:11:00,101.5,-1098.5000000000005,-19.97635933806147,2024-10-17,,,Stop Loss Hit
197,2024-10-17,,11:00:00,24822.45,,,,,2024-10-17,,15:15:00,24759.35,3032.25,,,3032.25,0,Exit Condition Met For Trade
197.1,2024-10-17,Thursday,11:00:00,51.35,65,CE,24800.0,Sell,2024-10-17,Thursday,15:15:00,0.15,3328.0,99.70788704965919,2024-10-17,,,Exit Condition Met For Trade
197.2,2024-10-17,Thursday,11:00:00,22.75,65,PE,24800.0,Sell,2024-10-17,Thursday,11:06:00,27.3,-295.75000000000006,-20.000000000000004,2024-10-17,,,Stop Loss Hit
198,2024-10-18,,11:00:00,24720.55,,,,,2024-10-18,,15:15:00,24842.85,1036.75,,,1852.5,-871.0,Exit Condition Met For Trade
198.1,2024-10-18,Friday,11:00:00,196.3,65,CE,24700.0,Sell,2024-10-18,Friday,11:41:00,235.55,-2551.25,-19.99490575649516,2024-10-24,,,Stop Loss Hit
198.2,2024-10-18,Friday,11:00:00,128.95,65,PE,24700.0,Sell,2024-10-18,Friday,15:15:00,73.75,3587.999999999999,42.80728964715006,2024-10-24,,,Exit Condition Met For Trade
199,2024-10-21,,11:00:00,24822.8,,,,,2024-10-21,,14:01:00,24874.05,-3246.75,,,1511.25,-3246.75,
199.1,2024-10-21,Monday,11:00:00,124.3,65,CE,24800.0,Sell,2024-10-21,Monday,14:01:00,149.15,-1615.2500000000005,-19.991954947707168,2024-10-24,,,Stop Loss Hit
199.2,2024-10-21,Monday,11:00:00,125.6,65,PE,24800.0,Sell,2024-10-21,Monday,11:32:00,150.7,-1631.4999999999995,-19.984076433121018,2024-10-24,,,Stop Loss Hit
200,2024-10-22,,11:00:00,24718.8,,,,,2024-10-22,,15:15:00,24449.35,4722.25,,,4722.25,-1228.5,Exit Condition Met For Trade
200.1,2024-10-22,Tuesday,11:00:00,126.9,65,CE,24700.0,Sell,2024-10-22,Tuesday,15:15:00,34.15,6028.75,73.08904649330181,2024-10-24,,,Exit Condition Met For Trade
200.2,2024-10-22,Tuesday,11:00:00,100.6,65,PE,24700.0,Sell,2024-10-22,Tuesday,11:22:00,120.7,-1306.5000000000005,-19.980119284294243,2024-10-24,,,Stop Loss Hit
201,2024-10-23,,11:00:00,24532.8,,,,,2024-10-23,,12:16:00,24515.9,-2730.0,,,594.75,-2730.0,
201.1,2024-10-23,Wednesday,11:00:00,109.45,65,CE,24550.0,Sell,2024-10-23,Wednesday,11:03:00,131.35,-1423.4999999999995,-20.009136592051156,2024-10-24,,,Stop Loss Hit
201.2,2024-10-23,Wednesday,11:00:00,100.5,65,PE,24550.0,Sell,2024-10-23,Wednesday,12:16:00,120.6,-1306.4999999999995,-19.999999999999996,2024-10-24,,,Stop Loss Hit
202,2024-10-24,,11:00:00,24405.6,,,,,2024-10-24,,15:15:00,24398.6,1638.0,,,1647.75,0,Exit Condition Met For Trade
202.1,2024-10-24,Thursday,11:00:00,29.8,65,CE,24400.0,Sell,2024-10-24,Thursday,15:15:00,0.65,1894.7500000000002,97.81879194630872,2024-10-24,,,Exit Condition Met For Trade
202.2,2024-10-24,Thursday,11:00:00,19.85,65,PE,24400.0,Sell,2024-10-24,Thursday,11:10:00,23.8,-256.74999999999994,-19.899244332493698,2024-10-24,,,Stop Loss Hit
203,2024-10-25,,11:00:00,24155.15,,,,,2024-10-25,,15:15:00,24172.4,-1384.5,,,1966.25,-1712.75,Exit Condition Met For Trade
203.1,2024-10-25,Friday,11:00:00,184.55,65,CE,24150.0,Sell,2024-10-25,Friday,15:15:00,174.05,682.5,5.689515036575454,2024-10-31,,,Exit Condition Met For Trade
203.2,2024-10-25,Friday,11:00:00,158.5,65,PE,24150.0,Sell,2024-10-25,Friday,12:26:00,190.3,-2067.000000000001,-20.06309148264985,2024-10-31,,,Stop Loss Hit
204,2024-10-28,,11:00:00,24401.7,,,,,2024-10-28,,12:14:00,24471.35,-3178.5,,,0,-3178.5,
204.1,2024-10-28,Monday,11:00:00,120.25,65,CE,24400.0,Sell,2024-10-28,Monday,12:14:00,144.3,-1563.2500000000007,-20.000000000000007,2024-10-31,,,Stop Loss Hit
204.2,2024-10-28,Monday,11:00:00,124.3,65,PE,24400.0,Sell,2024-10-28,Monday,11:07:00,149.15,-1615.2500000000005,-19.991954947707168,2024-10-31,,,Stop Loss Hit
205,2024-10-29,,11:00:00,24206.15,,,,,2024-10-29,,11:46:00,24240.55,-3051.75,,,0,-3051.75,
205.1,2024-10-29,Tuesday,11:00:00,133.1,65,CE,24200.0,Sell,2024-10-29,Tuesday,11:46:00,159.7,-1728.9999999999995,-19.984973703981964,2024-10-31,,,Stop Loss Hit
205.2,2024-10-29,Tuesday,11:00:00,101.85,65,PE,24200.0,Sell,2024-10-29,Tuesday,11:04:00,122.2,-1322.7500000000005,-19.980363279332362,2024-10-31,,,Stop Loss Hit
206,2024-10-30,,11:00:00,24443.9,,,,,2024-10-30,,13:17:00,24386.45,-2340.0,,,1199.25,-2340.0,
206.1,2024-10-30,Wednesday,11:00:00,97.8,65,CE,24450.0,Sell,2024-10-30,Wednesday,13:07:00,117.35,-1270.7499999999998,-19.98977505112474,2024-10-31,,,Stop Loss Hit
206.2,2024-10-30,Wednesday,11:00:00,82.2,65,PE,24450.0,Sell,2024-10-30,Wednesday,13:17:00,98.65,-1069.2500000000002,-20.012165450121657,2024-10-31,,,Stop Loss Hit
207,2024-10-31,,11:00:00,24255.8,,,,,2024-10-31,,12:16:00,24230.25,-708.5,,,120.25,-708.5,
207.1,2024-10-31,Thursday,11:00:00,25.0,65,CE,24250.0,Sell,2024-10-31,Thursday,11:05:00,30.0,-325.0,-20.0,2024-10-31,,,Stop Loss Hit
207.2,2024-10-31,Thursday,11:00:00,29.45,65,PE,24250.0,Sell,2024-10-31,Thursday,12:16:00,35.35,-383.5000000000001,-20.033955857385408,2024-10-31,,,Stop Loss Hit
208,2024-11-04,,11:00:00,23884.6,,,,,2024-11-04,,15:15:00,23997.1,3432.0,,,3536.0,-1319.5,Exit Condition Met For Trade
208.1,2024-11-04,Monday,11:00:00,196.65,65,CE,23900.0,Sell,2024-11-04,Monday,14:41:00,236.0,-2557.7499999999995,-20.010170353419777,2024-11-07,,,Stop Loss Hit
208.2,2024-11-04,Monday,11:00:00,238.85,65,PE,23900.0,Sell,2024-11-04,Monday,15:15:00,146.7,5989.75,38.580699183588024,2024-11-07,,,Exit Condition Met For Trade
209,2024-11-05,,11:00:00,23982.5,,,,,2024-11-05,,13:31:00,24074.95,-4725.5,,,1092.0,-4725.5,
209.1,2024-11-05,Tuesday,11:00:00,180.9,65,CE,24000.0,Sell,2024-11-05,Tuesday,13:31:00,217.1,-2352.999999999999,-20.01105583195135,2024-11-07,,,Stop Loss Hit
209.2,2024-11-05,Tuesday,11:00:00,182.4,65,PE,24000.0,Sell,2024-11-05,Tuesday,11:29:00,218.9,-2372.5,-20.010964912280702,2024-11-07,,,Stop Loss Hit
210,2024-11-06,,11:00:00,24361.2,,,,,2024-11-06,,15:15:00,24471.65,3305.25,,,4403.75,-35.75,Exit Condition Met For Trade
210.1,2024-11-06,Wednesday,11:00:00,104.85,65,CE,24350.0,Sell,2024-11-06,Wednesday,11:53:00,125.8,-1361.7500000000002,-19.980925131139728,2024-11-07,,,Stop Loss Hit
210.2,2024-11-06,Wednesday,11:00:00,116.05,65,PE,24350.0,Sell,2024-11-06,Wednesday,15:15:00,44.25,4667.0,61.86988367083154,2024-11-07,,,Exit Condition Met For Trade
211,2024-11-07,,11:00:00,24252.7,,,,,2024-11-07,,15:15:00,24198.75,1920.75,,,1920.75,0,Exit Condition Met For Trade
211.1,2024-11-07,Thursday,11:00:00,38.4,65,CE,24250.0,Sell,2024-11-07,Thursday,15:15:00,0.15,2486.25,99.609375,2024-11-07,,,Exit Condition Met For Trade
211.2,2024-11-07,Thursday,11:00:00,43.45,65,PE,24250.0,Sell,2024-11-07,Thursday,11:07:00,52.15,-565.4999999999998,-20.02301495972381,2024-11-07,,,Stop Loss Hit
212,2024-11-08,,11:00:00,24169.2,,,,,2024-11-08,,15:15:00,24156.05,42.25,,,1251.25,-1764.75,Exit Condition Met For Trade
212.1,2024-11-08,Friday,11:00:00,179.0,65,CE,24150.0,Sell,2024-11-08,Friday,15:15:00,151.15,1810.2499999999995,15.558659217877093,2024-11-14,,,Exit Condition Met For Trade
212.2,2024-11-08,Friday,11:00:00,136.1,65,PE,24150.0,Sell,2024-11-08,Friday,11:52:00,163.3,-1768.0000000000011,-19.985304922850858,2024-11-14,,,Stop Loss Hit
213,2024-11-11,,11:00:00,24264.75,,,,,2024-11-11,,12:22:00,24213.45,-3318.25,,,659.75,-3318.25,
213.1,2024-11-11,Monday,11:00:00,139.6,65,CE,24250.0,Sell,2024-11-11,Monday,11:14:00,167.5,-1813.5000000000005,-19.985673352435533,2024-11-14,,,Stop Loss Hit
213.2,2024-11-11,Monday,11:00:00,115.75,65,PE,24250.0,Sell,2024-11-11,Monday,12:22:00,138.9,-1504.7500000000005,-20.000000000000004,2024-11-14,,,Stop Loss Hit
214,2024-11-12,,11:00:00,24141.35,,,,,2024-11-12,,15:15:00,23870.8,3425.5,,,3425.5,-1069.25,Exit Condition Met For Trade
214.1,2024-11-12,Tuesday,11:00:00,104.35,65,CE,24150.0,Sell,2024-11-12,Tuesday,15:15:00,28.85,4907.5,72.3526593195975,2024-11-14,,,Exit Condition Met For Trade
214.2,2024-11-12,Tuesday,11:00:00,114.0,65,PE,24150.0,Sell,2024-11-12,Tuesday,12:14:00,136.8,-1482.0000000000007,-20.000000000000007,2024-11-14,,,Stop Loss Hit
215,2024-11-13,,11:00:00,23735.55,,,,,2024-11-13,,15:15:00,23543.8,3968.25,,,4179.5,-237.25,Exit Condition Met For Trade
215.1,2024-11-13,Wednesday,11:00:00,106.85,65,CE,23750.0,Sell,2024-11-13,Wednesday,15:15:00,23.15,5440.499999999999,78.33411324286382,2024-11-14,,,Exit Condition Met For Trade
215.2,2024-11-13,Wednesday,11:00:00,113.3,65,PE,23750.0,Sell,2024-11-13,Wednesday,11:45:00,135.95,-1472.2499999999995,-19.991173874669013,2024-11-14,,,Stop Loss Hit
216,2024-11-14,,11:00:00,23554.1,,,,,2024-11-14,,15:15:00,23540.15,1352.0,,,1358.5,-461.5,Exit Condition Met For Trade
216.1,2024-11-14,Thursday,11:00:00,28.9,65,CE,23550.0,Sell,2024-11-14,Thursday,15:15:00,0.3,1858.9999999999998,98.96193771626298,2024-11-14,,,Exit Condition Met For Trade
216.2,2024-11-14,Thursday,11:00:00,39.0,65,PE,23550.0,Sell,2024-11-14,Thursday,11:02:00,46.8,-506.99999999999983,-19.999999999999993,2024-11-14,,,Stop Loss Hit
217,2024-11-18,,11:00:00,23413.5,,,,,2024-11-18,,12:01:00,23457.7,-3461.25,,,19.5,-3461.25,
217.1,2024-11-18,Monday,11:00:00,142.0,65,CE,23400.0,Sell,2024-11-18,Monday,12:01:00,170.4,-1846.0000000000005,-20.000000000000004,2024-11-21,,,Stop Loss Hit
217.2,2024-11-18,Monday,11:00:00,124.25,65,PE,23400.0,Sell,2024-11-18,Monday,11:07:00,149.1,-1615.2499999999995,-19.999999999999996,2024-11-21,,,Stop Loss Hit
218,2024-11-19,,11:00:00,23713.9,,,,,2024-11-19,,14:29:00,23695.15,-2541.5,,,552.5,-2541.5,
218.1,2024-11-19,Tuesday,11:00:00,105.8,65,CE,23700.0,Sell,2024-11-19,Tuesday,11:25:00,126.95,-1374.7500000000005,-19.990548204158795,2024-11-21,,,Stop Loss Hit
218.2,2024-11-19,Tuesday,11:00:00,89.8,65,PE,23700.0,Sell,2024-11-19,Tuesday,14:29:00,107.75,-1166.7500000000002,-19.98886414253898,2024-11-21,,,Stop Loss Hit
219,2024-11-21,,11:00:00,23323.95,,,,,2024-11-21,,15:15:00,23355.75,715.0,,,718.25,-263.25,Exit Condition Met For Trade
219.1,2024-11-21,Thursday,11:00:00,30.25,65,CE,23300.0,Sell,2024-11-21,Thursday,11:02:00,36.3,-393.24999999999983,-19.999999999999993,2024-11-21,,,Stop Loss Hit
219.2,2024-11-21,Thursday,11:00:00,17.2,65,PE,23300.0,Sell,2024-11-21,Thursday,15:15:00,0.15,1108.25,99.12790697674419,2024-11-21,,,Exit Condition Met For Trade
220,2024-11-22,,11:00:00,23532.05,,,,,2024-11-22,,15:15:00,23920.1,4446.0,,,4745.0,-1056.25,Exit Condition Met For Trade
220.1,2024-11-22,Friday,11:00:00,190.45,65,CE,23550.0,Sell,2024-11-22,Friday,11:54:00,228.55,-2476.5000000000014,-20.005250721974285,2024-11-28,,,Stop Loss Hit
220.2,2024-11-22,Friday,11:00:00,195.0,65,PE,23550.0,Sell,2024-11-22,Friday,15:15:00,88.5,6922.5,54.61538461538461,2024-11-28,,,Exit Condition Met For Trade
221,2024-11-25,,11:00:00,24312.05,,,,,2024-11-25,,15:15:00,24222.25,890.5,,,3172.0,-572.0,Exit Condition Met For Trade
221.1,2024-11-25,Monday,11:00:00,161.95,65,CE,24300.0,Sell,2024-11-25,Monday,15:15:00,120.0,2726.749999999999,25.903056498919415,2024-11-28,,,Exit Condition Met For Trade
221.2,2024-11-25,Monday,11:00:00,141.25,65,PE,24300.0,Sell,2024-11-25,Monday,12:54:00,169.5,-1836.25,-20.0,2024-11-28,,,Stop Loss Hit
222,2024-11-26,,11:00:00,24219.05,,,,,2024-11-26,,14:59:00,24236.9,-3175.25,,,767.0,-3175.25,
222.1,2024-11-26,Tuesday,11:00:00,128.0,65,CE,24200.0,Sell,2024-11-26,Tuesday,14:59:00,153.6,-1663.9999999999995,-19.999999999999996,2024-11-28,,,Stop Loss Hit
222.2,2024-11-26,Tuesday,11:00:00,116.3,65,PE,24200.0,Sell,2024-11-26,Tuesday,12:21:00,139.55,-1511.250000000001,-19.991401547721424,2024-11-28,,,Stop Loss Hit
223,2024-11-27,,11:00:00,24197.05,,,,,2024-11-27,,15:15:00,24274.1,1950.0,,,2447.25,-1290.25,Exit Condition Met For Trade
223.1,2024-11-27,Wednesday,11:00:00,81.65,65,CE,24200.0,Sell,2024-11-27,Wednesday,12:01:00,98.0,-1062.7499999999995,-20.024494794856086,2024-11-28,,,Stop Loss Hit
223.2,2024-11-27,Wednesday,11:00:00,83.25,65,PE,24200.0,Sell,2024-11-27,Wednesday,15:15:00,36.9,3012.75,55.67567567567568,2024-11-28,,,Exit Condition Met For Trade
224,2024-11-28,,11:00:00,24113.95,,,,,2024-11-28,,11:05:00,24102.65,-2141.75,,,35.75,-2141.75,
224.1,2024-11-28,Thursday,11:00:00,86.7,65,CE,24100.0,Sell,2024-11-28,Thursday,11:03:00,104.05,-1127.7499999999995,-20.01153402537485,2024-11-28,,,Stop Loss Hit
224.2,2024-11-28,Thursday,11:00:00,78.0,65,PE,24100.0,Sell,2024-11-28,Thursday,11:05:00,93.6,-1013.9999999999997,-19.999999999999993,2024-11-28,,,Stop Loss Hit
225,2024-11-29,,11:00:00,24130.0,,,,,2024-11-29,,15:15:00,24127.25,4764.5,,,4767.75,0,Exit Condition Met For Trade
225.1,2024-11-29,Friday,11:00:00,201.3,65,CE,24150.0,Sell,2024-11-29,Friday,15:15:00,173.6,1800.5000000000011,13.760556383507211,2024-12-05,,,Exit Condition Met For Trade
225.2,2024-11-29,Friday,11:00:00,184.25,65,PE,24150.0,Sell,2024-11-29,Friday,15:15:00,138.65,2963.9999999999995,24.748982360922653,2024-12-05,,,Exit Condition Met For Trade
226,2024-12-02,,11:00:00,24112.5,,,,,2024-12-02,,15:15:00,24275.55,1348.75,,,1725.75,-1803.75,Exit Condition Met For Trade
226.1,2024-12-02,Monday,11:00:00,185.25,65,CE,24100.0,Sell,2024-12-02,Monday,12:29:00,222.3,-2408.250000000001,-20.000000000000004,2024-12-05,,,Stop Loss Hit
226.2,2024-12-02,Monday,11:00:00,138.0,65,PE,24100.0,Sell,2024-12-02,Monday,15:15:00,80.2,3757.0,41.88405797101449,2024-12-05,,,Exit Condition Met For Trade
227,2024-12-03,,11:00:00,24409.2,,,,,2024-12-03,,15:15:00,24461.35,-936.0,,,520.0,-1088.75,Exit Condition Met For Trade
227.1,2024-12-03,Tuesday,11:00:00,150.6,65,CE,24400.0,Sell,2024-12-03,Tuesday,13:42:00,180.7,-1956.4999999999995,-19.9867197875166,2024-12-05,,,Stop Loss Hit
227.2,2024-12-03,Tuesday,11:00:00,126.85,65,PE,24400.0,Sell,2024-12-03,Tuesday,15:15:00,111.15,1020.4999999999993,12.376823019314141,2024-12-05,,,Exit Condition Met For Trade
228,2024-12-04,,11:00:00,24534.0,,,,,2024-12-04,,15:15:00,24467.95,383.5,,,1703.0,-1618.5,Exit Condition Met For Trade
228.1,2024-12-04,Wednesday,11:00:00,103.65,65,CE,24550.0,Sell,2024-12-04,Wednesday,15:15:00,71.75,2073.5000000000005,30.77665219488664,2024-12-05,,,Exit Condition Met For Trade
228.2,2024-12-04,Wednesday,11:00:00,129.9,65,PE,24550.0,Sell,2024-12-04,Wednesday,11:56:00,155.9,-1690.0,-20.01539645881447,2024-12-05,,,Stop Loss Hit
229,2024-12-05,,11:00:00,24333.55,,,,,2024-12-05,,15:15:00,24751.0,8742.5,,,8742.5,-487.5,Exit Condition Met For Trade
229.1,2024-12-05,Thursday,11:00:00,128.85,65,CE,24350.0,Sell,2024-12-05,Thursday,12:01:00,154.6,-1673.75,-19.984478075281334,2024-12-05,,,Stop Loss Hit
229.2,2024-12-05,Thursday,11:00:00,160.6,65,PE,24350.0,Sell,2024-12-05,Thursday,15:15:00,0.35,10416.25,99.78206724782068,2024-12-05,,,Exit Condition Met For Trade
230,2024-12-06,,11:00:00,24712.3,,,,,2024-12-06,,15:15:00,24685.9,2398.5,,,2411.5,-370.5,Exit Condition Met For Trade
230.1,2024-12-06,Friday,11:00:00,204.0,65,CE,24700.0,Sell,2024-12-06,Friday,15:15:00,182.95,1368.2500000000007,10.318627450980397,2024-12-12,,,Exit Condition Met For Trade
230.2,2024-12-06,Friday,11:00:00,193.95,65,PE,24700.0,Sell,2024-12-06,Friday,15:15:00,178.1,1030.2499999999995,8.172209332302138,2024-12-12,,,Exit Condition Met For Trade
231,2024-12-09,,11:00:00,24614.8,,,,,2024-12-09,,15:15:00,24609.35,-1979.25,,,312.0,-2314.0,Exit Condition Met For Trade
231.1,2024-12-09,Monday,11:00:00,172.65,65,CE,24600.0,Sell,2024-12-09,Monday,11:45:00,207.2,-2245.749999999999,-20.011584129742243,2024-12-12,,,Stop Loss Hit
231.2,2024-12-09,Monday,11:00:00,151.45,65,PE,24600.0,Sell,2024-12-09,Monday,15:15:00,147.35,266.49999999999966,2.707164080554635,2024-12-12,,,Exit Condition Met For Trade
232,2024-12-10,,11:00:00,24639.3,,,,,2024-12-10,,15:15:00,24612.0,-260.0,,,962.0,-783.25,Exit Condition Met For Trade
232.1,2024-12-10,Tuesday,11:00:00,113.45,65,CE,24650.0,Sell,2024-12-10,Tuesday,15:15:00,91.3,1439.7500000000005,19.52401939180256,2024-12-12,,,Exit Condition Met For Trade
