"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"216","2024-11-14"," 11:00:00 AM","2024-11-14"," 3:15:00 PM","","","","","","","15.12","1352.00"
"216.1","2024-11-14"," 11:00:00 AM","2024-11-14"," 3:15:00 PM","CE","23550","Sell","65","28.90","0.30","","1859.00"
"216.2","2024-11-14"," 11:00:00 AM","2024-11-14"," 11:02:00 AM","PE","23550","Sell","65","39.00","46.80","","-507.00"
"217","2024-11-18"," 11:00:00 AM","2024-11-18"," 12:01:00 PM","","","","","","","15.67","-3461.25"
"217.1","2024-11-18"," 11:00:00 AM","2024-11-18"," 12:01:00 PM","CE","23400","Sell","65","142.00","170.40","","-1846.00"
"217.2","2024-11-18"," 11:00:00 AM","2024-11-18"," 11:07:00 AM","PE","23400","Sell","65","124.25","149.10","","-1615.25"
"218","2024-11-19"," 11:00:00 AM","2024-11-19"," 2:29:00 PM","","","","","","","14.34","-2541.50"
"218.1","2024-11-19"," 11:00:00 AM","2024-11-19"," 11:25:00 AM","CE","23700","Sell","65","105.80","126.95","","-1374.75"
"218.2","2024-11-19"," 11:00:00 AM","2024-11-19"," 2:29:00 PM","PE","23700","Sell","65","89.80","107.75","","-1166.75"
"219","2024-11-21"," 11:00:00 AM","2024-11-21"," 3:15:00 PM","","","","","","","15.63","715.00"
"219.1","2024-11-21"," 11:00:00 AM","2024-11-21"," 11:02:00 AM","CE","23300","Sell","65","30.25","36.30","","-393.25"
"219.2","2024-11-21"," 11:00:00 AM","2024-11-21"," 3:15:00 PM","PE","23300","Sell","65","17.20","0.15","","1108.25"
"220","2024-11-22"," 11:00:00 AM","2024-11-22"," 3:15:00 PM","","","","","","","15.66","4446.00"
"220.1","2024-11-22"," 11:00:00 AM","2024-11-22"," 11:54:00 AM","CE","23550","Sell","65","190.45","228.55","","-2476.50"
"220.2","2024-11-22"," 11:00:00 AM","2024-11-22"," 3:15:00 PM","PE","23550","Sell","65","195.00","88.50","","6922.50"
"221","2024-11-25"," 11:00:00 AM","2024-11-25"," 3:15:00 PM","","","","","","","15.78","890.50"
"221.1","2024-11-25"," 11:00:00 AM","2024-11-25"," 3:15:00 PM","CE","24300","Sell","65","161.95","120.00","","2726.75"
"221.2","2024-11-25"," 11:00:00 AM","2024-11-25"," 12:54:00 PM","PE","24300","Sell","65","141.25","169.50","","-1836.25"
"222","2024-11-26"," 11:00:00 AM","2024-11-26"," 2:59:00 PM","","","","","","","15.60","-3175.25"
"222.1","2024-11-26"," 11:00:00 AM","2024-11-26"," 2:59:00 PM","CE","24200","Sell","65","128.00","153.60","","-1664.00"
"222.2","2024-11-26"," 11:00:00 AM","2024-11-26"," 12:21:00 PM","PE","24200","Sell","65","116.30","139.55","","-1511.25"
"223","2024-11-27"," 11:00:00 AM","2024-11-27"," 3:15:00 PM","","","","","","","14.90","1950.00"
"223.1","2024-11-27"," 11:00:00 AM","2024-11-27"," 12:01:00 PM","CE","24200","Sell","65","81.65","98.00","","-1062.75"
"223.2","2024-11-27"," 11:00:00 AM","2024-11-27"," 3:15:00 PM","PE","24200","Sell","65","83.25","36.90","","3012.75"
"224","2024-11-28"," 11:00:00 AM","2024-11-28"," 11:05:00 AM","","","","","","","15.13","-2141.75"
"224.1","2024-11-28"," 11:00:00 AM","2024-11-28"," 11:03:00 AM","CE","24100","Sell","65","86.70","104.05","","-1127.75"
"224.2","2024-11-28"," 11:00:00 AM","2024-11-28"," 11:05:00 AM","PE","24100","Sell","65","78.00","93.60","","-1014.00"
"225","2024-11-29"," 11:00:00 AM","2024-11-29"," 3:15:00 PM","","","","","","","15.18","4764.50"
"225.1","2024-11-29"," 11:00:00 AM","2024-11-29"," 3:15:00 PM","CE","24150","Sell","65","201.30","173.60","","1800.50"
"225.2","2024-11-29"," 11:00:00 AM","2024-11-29"," 3:15:00 PM","PE","24150","Sell","65","184.25","138.65","","2964.00"
"226","2024-12-02"," 11:00:00 AM","2024-12-02"," 3:15:00 PM","","","","","","","14.86","1348.75"
"226.1","2024-12-02"," 11:00:00 AM","2024-12-02"," 12:29:00 PM","CE","24100","Sell","65","185.25","222.30","","-2408.25"
"226.2","2024-12-02"," 11:00:00 AM","2024-12-02"," 3:15:00 PM","PE","24100","Sell","65","138.00","80.20","","3757.00"
"227","2024-12-03"," 11:00:00 AM","2024-12-03"," 3:15:00 PM","","","","","","","14.42","-936.00"
"227.1","2024-12-03"," 11:00:00 AM","2024-12-03"," 1:42:00 PM","CE","24400","Sell","65","150.60","180.70","","-1956.50"
"227.2","2024-12-03"," 11:00:00 AM","2024-12-03"," 3:15:00 PM","PE","24400","Sell","65","126.85","111.15","","1020.50"
"228","2024-12-04"," 11:00:00 AM","2024-12-04"," 3:15:00 PM","","","","","","","14.35","383.50"
"228.1","2024-12-04"," 11:00:00 AM","2024-12-04"," 3:15:00 PM","CE","24550","Sell","65","103.65","71.75","","2073.50"
"228.2","2024-12-04"," 11:00:00 AM","2024-12-04"," 11:56:00 AM","PE","24550","Sell","65","129.90","155.90","","-1690.00"
"229","2024-12-05"," 11:00:00 AM","2024-12-05"," 3:15:00 PM","","","","","","","15.46","8742.50"
"229.1","2024-12-05"," 11:00:00 AM","2024-12-05"," 12:01:00 PM","CE","24350","Sell","65","128.85","154.60","","-1673.75"
"229.2","2024-12-05"," 11:00:00 AM","2024-12-05"," 3:15:00 PM","PE","24350","Sell","65","160.60","0.35","","10416.25"
"230","2024-12-06"," 11:00:00 AM","2024-12-06"," 3:15:00 PM","","","","","","","14.13","2398.50"
"230.1","2024-12-06"," 11:00:00 AM","2024-12-06"," 3:15:00 PM","CE","24700","Sell","65","204.00","182.95","","1368.25"
"230.2","2024-12-06"," 11:00:00 AM","2024-12-06"," 3:15:00 PM","PE","24700","Sell","65","193.95","178.10","","1030.25"
"231","2024-12-09"," 11:00:00 AM","2024-12-09"," 3:15:00 PM","","","","","","","14.36","-1979.25"
"231.1","2024-12-09"," 11:00:00 AM","2024-12-09"," 11:45:00 AM","CE","24600","Sell","65","172.65","207.20","","-2245.75"
"231.2","2024-12-09"," 11:00:00 AM","2024-12-09"," 3:15:00 PM","PE","24600","Sell","65","151.45","147.35","","266.50"
"232","2024-12-10"," 11:00:00 AM","2024-12-10"," 3:15:00 PM","","","","","","","13.81","-260.00"
"232.1","2024-12-10"," 11:00:00 AM","2024-12-10"," 3:15:00 PM","CE","24650","Sell","65","113.45","91.30","","1439.75"
"232.2","2024-12-10"," 11:00:00 AM","2024-12-10"," 12:16:00 PM","PE","24650","Sell","65","130.80","156.95","","-1699.75"
"233","2024-12-11"," 11:00:00 AM","2024-12-11"," 12:40:00 PM","","","","","","","13.41","-2151.50"
"233.1","2024-12-11"," 11:00:00 AM","2024-12-11"," 11:38:00 AM","CE","24650","Sell","65","87.25","104.70","","-1134.25"
"233.2","2024-12-11"," 11:00:00 AM","2024-12-11"," 12:40:00 PM","PE","24650","Sell","65","78.15","93.80","","-1017.25"
"234","2024-12-12"," 11:00:00 AM","2024-12-12"," 3:15:00 PM","","","","","","","13.22","1885.00"
"234.1","2024-12-12"," 11:00:00 AM","2024-12-12"," 3:15:00 PM","CE","24600","Sell","65","38.85","0.10","","2518.75"
"234.2","2024-12-12"," 11:00:00 AM","2024-12-12"," 11:01:00 AM","PE","24600","Sell","65","48.85","58.60","","-633.75"
"235","2024-12-13"," 11:00:00 AM","2024-12-13"," 3:15:00 PM","","","","","","","14.21","8037.25"
"235.1","2024-12-13"," 11:00:00 AM","2024-12-13"," 11:14:00 AM","CE","24250","Sell","65","194.00","232.80","","-2522.00"
"235.2","2024-12-13"," 11:00:00 AM","2024-12-13"," 3:15:00 PM","PE","24250","Sell","65","184.60","22.15","","10559.25"
"236","2024-12-16"," 11:00:00 AM","2024-12-16"," 3:15:00 PM","","","","","","","14.19","-2216.50"
"236.1","2024-12-16"," 11:00:00 AM","2024-12-16"," 3:15:00 PM","CE","24650","Sell","65","170.60","171.05","","-29.25"
"236.2","2024-12-16"," 11:00:00 AM","2024-12-16"," 11:16:00 AM","PE","24650","Sell","65","168.20","201.85","","-2187.25"
"237","2024-12-17"," 11:00:00 AM","2024-12-17"," 3:15:00 PM","","","","","","","14.64","3734.25"
"237.1","2024-12-17"," 11:00:00 AM","2024-12-17"," 3:15:00 PM","CE","24500","Sell","65","156.15","66.60","","5820.75"
"237.2","2024-12-17"," 11:00:00 AM","2024-12-17"," 11:29:00 AM","PE","24500","Sell","65","160.50","192.60","","-2086.50"
"238","2024-12-18"," 11:00:00 AM","2024-12-18"," 3:15:00 PM","","","","","","","14.57","1105.00"
"238.1","2024-12-18"," 11:00:00 AM","2024-12-18"," 3:15:00 PM","CE","24250","Sell","65","86.40","50.35","","2343.25"
"238.2","2024-12-18"," 11:00:00 AM","2024-12-18"," 12:37:00 PM","PE","24250","Sell","65","95.25","114.30","","-1238.25"
"239","2024-12-19"," 11:00:00 AM","2024-12-19"," 11:27:00 AM","","","","","","","14.32","-877.50"
"239.1","2024-12-19"," 11:00:00 AM","2024-12-19"," 11:27:00 AM","CE","23950","Sell","65","22.70","27.25","","-295.75"
"239.2","2024-12-19"," 11:00:00 AM","2024-12-19"," 11:04:00 AM","PE","23950","Sell","65","38.70","47.65","","-581.75"
"240","2024-12-20"," 11:00:00 AM","2024-12-20"," 3:15:00 PM","","","","","","","14.75","7930.00"
"240.1","2024-12-20"," 11:00:00 AM","2024-12-20"," 3:15:00 PM","CE","23950","Sell","65","214.30","57.60","","10185.50"
"240.2","2024-12-20"," 11:00:00 AM","2024-12-20"," 12:16:00 PM","PE","23950","Sell","65","173.40","208.10","","-2255.50"
"241","2024-12-23"," 11:00:00 AM","2024-12-23"," 3:15:00 PM","","","","","","","13.80","2567.50"
"241.1","2024-12-23"," 11:00:00 AM","2024-12-23"," 3:15:00 PM","CE","23850","Sell","65","125.75","66.35","","3861.00"
"241.2","2024-12-23"," 11:00:00 AM","2024-12-23"," 12:00:00 PM","PE","23850","Sell","65","99.55","119.45","","-1293.50"
"242","2024-12-24"," 11:00:00 AM","2024-12-24"," 3:15:00 PM","","","","","","","13.26","3152.50"
"242.1","2024-12-24"," 11:00:00 AM","2024-12-24"," 3:15:00 PM","CE","23800","Sell","65","110.10","48.85","","3981.25"
"242.2","2024-12-24"," 11:00:00 AM","2024-12-24"," 12:12:00 PM","PE","23800","Sell","65","63.70","76.45","","-828.75"
"243","2024-12-26"," 11:00:00 AM","2024-12-26"," 1:35:00 PM","","","","","","","13.97","-975.00"
"243.1","2024-12-26"," 11:00:00 AM","2024-12-26"," 11:03:00 AM","CE","23750","Sell","65","23.70","28.45","","-308.75"
"243.2","2024-12-26"," 11:00:00 AM","2024-12-26"," 1:35:00 PM","PE","23750","Sell","65","51.15","61.40","","-666.25"
"244","2024-12-27"," 11:00:00 AM","2024-12-27"," 3:15:00 PM","","","","","","","13.24","1953.25"
"244.1","2024-12-27"," 11:00:00 AM","2024-12-27"," 3:15:00 PM","CE","23900","Sell","65","176.20","119.00","","3718.00"
"244.2","2024-12-27"," 11:00:00 AM","2024-12-27"," 12:16:00 PM","PE","23900","Sell","65","135.75","162.90","","-1764.75"
"245","2024-12-30"," 11:00:00 AM","2024-12-30"," 11:32:00 AM","","","","","","","13.46","-3227.25"
"245.1","2024-12-30"," 11:00:00 AM","2024-12-30"," 11:32:00 AM","CE","23800","Sell","65","142.60","171.10","","-1852.50"
"245.2","2024-12-30"," 11:00:00 AM","2024-12-30"," 11:05:00 AM","PE","23800","Sell","65","105.75","126.90","","-1374.75"
"246","2024-12-31"," 11:00:00 AM","2024-12-31"," 3:15:00 PM","","","","","","","14.50","-13.00"
"246.1","2024-12-31"," 11:00:00 AM","2024-12-31"," 1:40:00 PM","CE","23550","Sell","65","175.75","210.90","","-2284.75"
"246.2","2024-12-31"," 11:00:00 AM","2024-12-31"," 3:15:00 PM","PE","23550","Sell","65","109.70","74.75","","2271.75"
